id,studyID,trial_registration_no,studyID_ROB,trt,pre_n,n,mean_diff,mean_diff_sd,outcome,response,age_mean,adult,length,pc_female,pre_mean,pre_sd,country,daily_dose,session_duration,sessions,weekly_dose,bmi_score,bmi,comorbid,vitD_suppl,D1,D2,D3,D4,D5,overall
227,Hans 2002,,Hans 2002,Mixed aerobic exercises,99,64,-0.002,0.048,Femoral BMD,,67.6,older adults,52,100%,0.612,0.048,USA,,5,7,,24,Healthy BMI,Reported,Reported,Some concern,Some concern,Low,Low,Low,Some concern
228,Hans 2002,,Hans 2002,Control,26,16,-0.001,0.046,Femoral BMD,,66,older adults,78,100%,0.614,0.044,USA,6,5,7,0,23.5,Healthy BMI,Reported,Reported,Some concern,Some concern,Low,Low,Low,Some concern
229,Hans 2002,,Hans 2002,Mixed aerobic exercises,99,64,-0.003,0.048,Femoral BMD,,67.6,older adults,78,100%,0.612,0.048,USA,,5,7,,24,Healthy BMI,Reported,Reported,Some concern,Some concern,Low,Low,Low,Some concern
230,Hans 2002,,Hans 2002,Control,26,16,-0.018,0.017,Hip total BMD,,66,older adults,104,100%,0.742,0.068,USA,6,5,7,0,23.5,Healthy BMI,Reported,Reported,Some concern,Some concern,Low,Low,Low,Some concern
231,Hans 2002,,Hans 2002,Mixed aerobic exercises,99,64,0.005,0.019,Hip total BMD,,67.6,older adults,104,100%,0.73,0.07,USA,,5,7,,24,Healthy BMI,Reported,Reported,Some concern,Some concern,Low,Low,Low,Some concern
232,Hans 2002,,Hans 2002,Control,26,16,0,0.017,Hip total BMD,,66,older adults,52,100%,0.742,0.068,USA,6,5,7,0,23.5,Healthy BMI,Reported,Reported,Some concern,Some concern,Low,Low,Low,Some concern
233,Hans 2002,,Hans 2002,Mixed aerobic exercises,99,64,0.002,0.019,Hip total BMD,,67.6,older adults,52,100%,0.73,0.07,USA,,5,7,,24,Healthy BMI,Reported,Reported,Some concern,Some concern,Low,Low,Low,Some concern
234,Hans 2002,,Hans 2002,Control,26,16,-0.003,0.017,Hip total BMD,,66,older adults,78,100%,0.742,0.068,USA,6,5,7,0,23.5,Healthy BMI,Reported,Reported,Some concern,Some concern,Low,Low,Low,Some concern
235,Hans 2002,,Hans 2002,Mixed aerobic exercises,99,64,-0.001,0.019,Hip total BMD,,67.6,older adults,78,100%,0.73,0.07,USA,,5,7,,24,Healthy BMI,Reported,Reported,Some concern,Some concern,Low,Low,Low,Some concern
236,Harding 2020,ANZCTR12616000344493,Harding 2020,Control,26,26,0.012,0.008,Femoral BMD,,67.4,older adults,34,0%,0.83,0.085,Australia,36,30,2,0,26.3,Overweight,Reported,Not reported,Some concern,Some concern,Low,Low,Low,Some concern
237,Harding 2020,ANZCTR12616000344493,Harding 2020,Resistance,33,33,0.011,0.007,Femoral BMD,,69,older adults,34,0%,0.76,0.08,Australia,69,30,2,138,26.6,Overweight,Reported,Not reported,Some concern,Some concern,Low,Low,Low,Some concern
238,Harding 2020,ANZCTR12616000344493,Harding 2020,Combined aerobic/resistance,34,34,0.019,0.006,Femoral BMD,,64.9,older adults,34,0%,0.78,0.083,Australia,210,30,2,420,27.2,Overweight,Reported,Not reported,Some concern,Some concern,Low,Low,Low,Some concern
239,Harding 2020,ANZCTR12616000344493,Harding 2020,Control,26,26,0.017,0.008,Lumbar BMD,,67.4,older adults,34,0%,1.153,0.109,Australia,36,30,2,0,26.3,Overweight,Reported,Not reported,Some concern,Some concern,Low,Low,Low,Some concern
240,Harding 2020,ANZCTR12616000344493,Harding 2020,Resistance,33,33,0.02,0.007,Lumbar BMD,,69,older adults,34,0%,1.082,0.171,Australia,69,30,2,138,26.6,Overweight,Reported,Not reported,Some concern,Some concern,Low,Low,Low,Some concern
241,Harding 2020,ANZCTR12616000344493,Harding 2020,Combined aerobic/resistance,34,33,0.047,0.008,Lumbar BMD,,64.9,older adults,34,0%,1.072,0.154,Australia,210,30,2,420,27.2,Overweight,Reported,Not reported,Some concern,Some concern,Low,Low,Low,Some concern
242,Harding 2020,ANZCTR12616000344493,Harding 2020,Control,26,26,0.015,0.03,Hip total BMD,,67.4,older adults,34,0%,0.996,0.1,Australia,36,30,2,0,26.3,Overweight,Reported,Not reported,Some concern,Some concern,Low,Low,Low,Some concern
243,Harding 2020,ANZCTR12616000344493,Harding 2020,Resistance,33,33,0.011,0.032,Hip total BMD,,69,older adults,34,0%,0.948,0.088,Australia,69,30,2,138,26.6,Overweight,Reported,Not reported,Some concern,Some concern,Low,Low,Low,Some concern
244,Harding 2020,ANZCTR12616000344493,Harding 2020,Combined aerobic/resistance,34,33,0.01,0.037,Hip total BMD,,64.9,older adults,34,0%,0.947,0.107,Australia,210,30,2,420,27.2,Overweight,Reported,Not reported,Some concern,Some concern,Low,Low,Low,Some concern
245,Harris 2019,"ISRCTN98538934, ISRCTN42122561",Harris 2019,Control,,480,,,Fracture,36,60,older adults,48,54%,,,UK,,,,0,  ,,,Not reported,Low,Low,Low,Low,Low,Low
246,Harris 2019,"ISRCTN98538934, ISRCTN42122561",Harris 2019,Brisk walking or jogging,,817,,,Fracture,34,60,older adults,48,64%,,,UK,,,,,  ,,,Not reported,Low,Low,Low,Low,Low,Low
247,Helge 2014,NCT01530035,Helge 2014,Control,8,6,0.001,0.063,Femoral BMD,,67.4,older adults,52,0%,1.007,0.065,UK,18,60,2,0,27.9,Overweight,Not reported,Not reported,Some concern,Some concern,Some concern,Low,High,High
248,Helge 2014,NCT01530035,Helge 2014,Resistance,9,8,0,0.042,Femoral BMD,,69.1,older adults,52,0%,1,0.043,UK,330,60,2,660,27.4,Overweight,Not reported,Not reported,Some concern,Some concern,Some concern,Low,High,High
249,Helge 2014,NCT01530035,Helge 2014,Control,8,6,0.008,0.063,Femoral BMD,,67.4,older adults,16,0%,1.007,0.065,UK,18,60,2,0,27.9,Overweight,Not reported,Not reported,Some concern,Some concern,Some concern,Low,High,High
250,Helge 2014,NCT01530035,Helge 2014,Resistance,9,8,0.011,0.042,Femoral BMD,,69.1,older adults,16,0%,1,0.043,UK,330,60,2,660,27.4,Overweight,Not reported,Not reported,Some concern,Some concern,Some concern,Low,High,High
251,Hettchen 2021,NCT03959995,Hettchen 2021,Control,27,20,-0.009,0.018,Lumbar BMD,,54.5,adults,56,100%,0.904,0.097,Germany,72,60,3,0,24.9,Healthy BMI,Reported,Not reported,Low,Some concern,Low,Low,Low,Some concern
252,Hettchen 2021,NCT03959995,Hettchen 2021,Combined aerobic/resistance,27,21,0.002,0.018,Lumbar BMD,,53.6,adults,56,100%,0.873,0.13,Germany,420,60,3,1260,23.7,Healthy BMI,Reported,Not reported,Low,Some concern,Low,Low,Low,Some concern
253,Hettchen 2021,NCT03959995,Hettchen 2021,Control,27,20,-0.009,0.02,Hip total BMD,,54.5,adults,56,100%,0.826,0.056,Germany,72,60,3,0,24.9,Healthy BMI,Reported,Not reported,Low,Some concern,Low,Low,Low,Some concern
254,Hettchen 2021,NCT03959995,Hettchen 2021,Combined aerobic/resistance,27,21,-0.001,0.016,Hip total BMD,,53.6,adults,56,100%,0.804,0.099,Germany,420,60,3,1260,23.7,Healthy BMI,Reported,Not reported,Low,Some concern,Low,Low,Low,Some concern
255,Hinton 2015,,Hinton 2015,Mixed aerobic exercises,19,19,0.009,0.053,Lumbar BMD,,42.1,adults,52,0%,0.919,0.056,USA,90,40,3,270,24,Healthy BMI,Reported,Reported,Low,Low,Low,Low,Low,Low
256,Hinton 2015,,Hinton 2015,Resistance,19,19,0.016,0.08,Lumbar BMD,,45.5,adults,52,0%,0.939,0.069,USA,180,60,2,360,25.7,Overweight,Reported,Reported,Low,Low,Low,Low,Low,Low
257,Hinton 2015,,Hinton 2015,Mixed aerobic exercises,19,19,0.018,0.02,Lumbar BMD,,42.1,adults,26,0%,0.919,0.056,USA,90,40,3,270,24,Healthy BMI,Reported,Reported,Low,Low,Low,Low,Low,Low
258,Hinton 2015,,Hinton 2015,Resistance,19,19,0.012,0.018,Lumbar BMD,,45.5,adults,26,0%,0.939,0.069,USA,180,60,2,360,25.7,Overweight,Reported,Reported,Low,Low,Low,Low,Low,Low
259,Iwamoto 2001,,Iwamoto 2001,Control,,20,0.006,0.04,Lumbar BMD,,64.9,older adults,52,100%,0.611,0.045,Japan,72,60,5,0,19.9,Healthy BMI,Reported,Not reported,Some concern,Some concern,Low,Low,High,High
260,Iwamoto 2001,,Iwamoto 2001,Combined aerobic/resistance,,8,0.026,0.07,Lumbar BMD,,65.3,older adults,52,100%,0.595,0.067,Japan,,60,5,,19.7,Healthy BMI,Reported,Not reported,Some concern,Some concern,Low,Low,High,High
261,Jessup 2003,,Jessup 2003,Control,10,9,-0.04,0.065,Femoral BMD,,69.4,older adults,32,100%,0.78,0.09,USA,72,60,3,0,  ,,Not reported,Reported,Low,Some concern,Low,Low,High,High
262,Jessup 2003,,Jessup 2003,Combined aerobic/resistance,10,9,0.07,0.023,Femoral BMD,,69.1,older adults,32,100%,0.67,0.04,USA,262,60,3,786,  ,,Not reported,Reported,Low,Some concern,Low,Low,High,High
263,Jessup 2003,,Jessup 2003,Control,10,9,-0.01,0.015,Lumbar BMD,,69.4,older adults,32,100%,1.15,0.29,USA,72,60,3,0,  ,,Not reported,Reported,Low,Some concern,Low,Low,High,High
264,Jessup 2003,,Jessup 2003,Combined aerobic/resistance,10,9,0.11,0.038,Lumbar BMD,,69.1,older adults,32,100%,0.77,0.07,USA,262,60,3,786,  ,,Not reported,Reported,Low,Some concern,Low,Low,High,High
265,Jwei Cheng 2022,,Jwei Cheng 2022,Control,20,20,0.02,0.06,Lumbar BMD,,65.7,older adults,24,60%,0.86,0.06,China,54,45,3,0,22.9,Healthy BMI,Reported,Reported,Low,Some concern,Low,Low,Low,Some concern
266,Jwei Cheng 2022,,Jwei Cheng 2022,Brisk walking or jogging,19,19,0.16,0.08,Lumbar BMD,,64.8,older adults,24,63%,0.9,0.07,China,193.5,45,3,580.5,23.1,Healthy BMI,Reported,Reported,Low,Some concern,Low,Low,Low,Some concern
267,Karakiriou 2012,,Karakiriou 2012,Control,9,9,-0.018,0.029,Lumbar BMD,,53,adults,26,100%,1.131,0.02,Greece,72,60,3,0,30.4,Obese,Reported,Not reported,Some concern,Some concern,Low,Low,High,High
268,Karakiriou 2012,,Karakiriou 2012,Combined aerobic/resistance,10,10,0.013,0.031,Lumbar BMD,,53.4,adults,26,100%,1.051,0.02,Greece,250,60,3,750,28.2,Overweight,Reported,Not reported,Some concern,Some concern,Low,Low,High,High
269,Karakiriou 2012,,Karakiriou 2012,Whole body vibration,13,13,0.004,0.014,Lumbar BMD,,53.4,adults,26,100%,1.075,0.02,Greece,168,60,3,750,27.1,Overweight,Reported,Not reported,Some concern,Some concern,Low,Low,High,High
270,Karinkanta 2007,,Karinkanta 2007,Control,37,36,-0.011,0.024,Femoral BMD,,72,older adults,52,100%,,,Finland,60,50,3,0,29.6,Overweight,Not reported,Reported,Low,Some concern,Low,Low,Low,Some concern
271,Karinkanta 2007,,Karinkanta 2007,Resistance,37,37,-0.011,0.024,Femoral BMD,,72.7,older adults,52,100%,,,Finland,150,50,3,450,28.8,Overweight,Not reported,Reported,Low,Some concern,Low,Low,Low,Some concern
272,Karinkanta 2007,,Karinkanta 2007,Mixed aerobic exercises,37,35,-0.008,0.024,Femoral BMD,,72.9,older adults,52,100%,,,Finland,240,50,3,720,28,Overweight,Not reported,Reported,Low,Some concern,Low,Low,Low,Some concern
273,Karinkanta 2007,,Karinkanta 2007,Combined aerobic/resistance,38,36,-0.011,0.025,Femoral BMD,,72.9,older adults,52,100%,,,Finland,180,50,3,540,27.5,Overweight,Not reported,Reported,Low,Some concern,Low,Low,Low,Some concern
274,Karinkanta 2007,,Karinkanta 2007,Control,37,36,,,Fracture,1,72,older adults,52,100%,,,Finland,60,50,3,0,29.6,Overweight,Not reported,Reported,Low,Some concern,Low,Low,Low,Some concern
275,Karinkanta 2007,,Karinkanta 2007,Resistance,37,37,,,Fracture,2,72.7,older adults,52,100%,,,Finland,150,50,3,450,28.8,Overweight,Not reported,Reported,Low,Some concern,Low,Low,Low,Some concern
276,Karinkanta 2007,,Karinkanta 2007,Mixed aerobic exercises,37,35,,,Fracture,0,72.9,older adults,52,100%,,,Finland,240,50,3,720,28,Overweight,Not reported,Reported,Low,Some concern,Low,Low,Low,Some concern
277,Karinkanta 2007,,Karinkanta 2007,Combined aerobic/resistance,38,36,,,Fracture,0,72.9,older adults,52,100%,,,Finland,180,50,3,540,27.5,Overweight,Not reported,Reported,Low,Some concern,Low,Low,Low,Some concern
278,Kemmler 2010,NCT00267839,Kemmler 2010,Control,123,112,-0.008,0.024,Femoral BMD,,69.2,older adults,78,100%,0.703,0.112,Germany,72,60,2,0,27,Overweight,Not reported,Reported,Low,Some concern,Low,Low,Low,Some concern
279,Kemmler 2010,NCT00267839,Kemmler 2010,Combined aerobic/resistance,123,115,0.007,0.024,Femoral BMD,,68.9,older adults,78,100%,0.706,0.024,Germany,246,60,2,492,26,Overweight,Not reported,Reported,Low,Some concern,Low,Low,Low,Some concern
280,Kemmler 2010,NCT00267839,Kemmler 2010,Control,,112,,,Fracture,12,69.2,older adults,78,100%,,,Germany,72,60,2,0,27,Overweight,Not reported,Reported,Low,Some concern,Low,Low,Low,Some concern
281,Kemmler 2010,NCT00267839,Kemmler 2010,Combined aerobic/resistance,,115,,,Fracture,6,68.9,older adults,78,100%,,,Germany,246,60,2,492,26,Overweight,Not reported,Reported,Low,Some concern,Low,Low,Low,Some concern
282,Kemmler 2010,NCT00267839,Kemmler 2010,Control,123,112,0.003,0.028,Lumbar BMD,,69.2,older adults,78,100%,0.927,0.149,Germany,72,60,2,0,27,Overweight,Not reported,Reported,Low,Some concern,Low,Low,Low,Some concern
283,Kemmler 2010,NCT00267839,Kemmler 2010,Combined aerobic/resistance,123,115,0.017,0.027,Lumbar BMD,,68.9,older adults,78,100%,0.919,0.157,Germany,246,60,2,492,26,Overweight,Not reported,Reported,Low,Some concern,Low,Low,Low,Some concern
284,Kemmler 2010,NCT00267839,Kemmler 2010,Control,123,112,-0.001,0.022,Hip total BMD,,69.2,older adults,78,100%,0.861,0.131,Germany,72,60,2,0,27,Overweight,Not reported,Reported,Low,Some concern,Low,Low,Low,Some concern
285,Kemmler 2010,NCT00267839,Kemmler 2010,Combined aerobic/resistance,123,115,0.001,0.016,Hip total BMD,,68.9,older adults,78,100%,0.825,0.115,Germany,246,60,2,492,26,Overweight,Not reported,Reported,Low,Some concern,Low,Low,Low,Some concern
286,Kemmler 2021,"NCT03453463, NCT04444661",Kemmler 2021,Control,22,19,-0.002,0.012,Lumbar BMD,,77.8,older adults,78,0%,,,Germany,72,60,3,0,24.4,Healthy BMI,Reported,Reported,Low,Low,Low,Low,Low,Low
287,Kemmler 2021,"NCT03453463, NCT04444661",Kemmler 2021,Resistance,21,19,0.011,0.003,Lumbar BMD,,79.2,older adults,78,0%,,,Germany,360,60,3,1080,25,Overweight,Reported,Reported,Low,Low,Low,Low,Low,Low
288,Kemmler 2021,"NCT03453463, NCT04444661",Kemmler 2021,Control,22,19,-0.016,0.018,Hip total BMD,,77.8,older adults,78,0%,,,Germany,72,60,3,0,24.4,Healthy BMI,Reported,Reported,Low,Low,Low,Low,Low,Low
289,Kemmler 2021,"NCT03453463, NCT04444661",Kemmler 2021,Resistance,21,19,0,0.015,Hip total BMD,,79.2,older adults,78,0%,,,Germany,360,60,3,1080,25,Overweight,Reported,Reported,Low,Low,Low,Low,Low,Low
290,Kerr 2001,,Kerr 2001,Control,42,36,-0.014,0.027,Femoral BMD,,62,older adults,104,100%,0.76,0.11,Australia,72,60,3,0,26.3,Overweight,Not reported,Reported,Some concern,Some concern,Low,Low,Low,Some concern
291,Kerr 2001,,Kerr 2001,Resistance,42,29,-0.013,0.021,Femoral BMD,,59,adults,104,100%,0.72,0.09,Australia,234,60,3,702,25.3,Overweight,Not reported,Reported,Some concern,Some concern,Low,Low,Low,Some concern
292,Kerr 2001,,Kerr 2001,Resistance,42,24,0.01,0.03,Femoral BMD,,60,older adults,104,100%,0.72,0.11,Australia,150,60,3,450,27.1,Overweight,Not reported,Reported,Some concern,Some concern,Low,Low,Low,Some concern
293,Kerr 2001,,Kerr 2001,Control,42,36,-0.002,0.024,Femoral BMD,,62,older adults,26,100%,0.76,0.11,Australia,72,60,3,0,26.3,Overweight,Not reported,Reported,Some concern,Some concern,Low,Low,Low,Some concern
294,Kerr 2001,,Kerr 2001,Resistance,42,29,0,0.021,Femoral BMD,,59,adults,26,100%,0.72,0.09,Australia,234,60,3,702,25.3,Overweight,Not reported,Reported,Some concern,Some concern,Low,Low,Low,Some concern
295,Kerr 2001,,Kerr 2001,Resistance,42,24,0.012,0.03,Femoral BMD,,60,older adults,26,100%,0.72,0.11,Australia,150,60,3,450,27.1,Overweight,Not reported,Reported,Some concern,Some concern,Low,Low,Low,Some concern
296,Kerr 2001,,Kerr 2001,Control,42,36,0.006,0.024,Femoral BMD,,62,older adults,52,100%,0.76,0.11,Australia,72,60,3,0,26.3,Overweight,Not reported,Reported,Some concern,Some concern,Low,Low,Low,Some concern
297,Kerr 2001,,Kerr 2001,Resistance,42,29,0.002,0.021,Femoral BMD,,59,adults,52,100%,0.72,0.09,Australia,234,60,3,702,25.3,Overweight,Not reported,Reported,Some concern,Some concern,Low,Low,Low,Some concern
298,Kerr 2001,,Kerr 2001,Resistance,42,24,0.012,0.03,Femoral BMD,,60,older adults,52,100%,0.72,0.11,Australia,150,60,3,450,27.1,Overweight,Not reported,Reported,Some concern,Some concern,Low,Low,Low,Some concern
299,Kerr 2001,,Kerr 2001,Control,42,36,-0.008,0.024,Femoral BMD,,62,older adults,78,100%,0.76,0.11,Australia,72,60,3,0,26.3,Overweight,Not reported,Reported,Some concern,Some concern,Low,Low,Low,Some concern
300,Kerr 2001,,Kerr 2001,Resistance,42,29,-0.002,0.021,Femoral BMD,,59,adults,78,100%,0.72,0.09,Australia,234,60,3,702,25.3,Overweight,Not reported,Reported,Some concern,Some concern,Low,Low,Low,Some concern
301,Kerr 2001,,Kerr 2001,Resistance,42,24,0.009,0.03,Femoral BMD,,60,older adults,78,100%,0.72,0.11,Australia,150,60,3,450,27.1,Overweight,Not reported,Reported,Some concern,Some concern,Low,Low,Low,Some concern
302,Kerr 2001,,Kerr 2001,Control,42,36,-0.006,0.025,Lumbar BMD,,62,older adults,104,100%,0.94,0.16,Australia,72,60,3,0,26.3,Overweight,Not reported,Reported,Some concern,Some concern,Low,Low,Low,Some concern
303,Kerr 2001,,Kerr 2001,Resistance,42,30,0,0.023,Lumbar BMD,,59,adults,104,100%,0.91,0.12,Australia,234,60,3,702,25.3,Overweight,Not reported,Reported,Some concern,Some concern,Low,Low,Low,Some concern
304,Kerr 2001,,Kerr 2001,Resistance,42,24,-0.008,0.023,Lumbar BMD,,60,older adults,104,100%,0.9,0.16,Australia,150,60,3,450,27.1,Overweight,Not reported,Reported,Some concern,Some concern,Low,Low,Low,Some concern
305,Kerr 2001,,Kerr 2001,Control,42,36,-0.004,0.026,Lumbar BMD,,62,older adults,26,100%,0.94,0.16,Australia,72,60,3,0,26.3,Overweight,Not reported,Reported,Some concern,Some concern,Low,Low,Low,Some concern
306,Kerr 2001,,Kerr 2001,Resistance,42,30,0.009,0.022,Lumbar BMD,,59,adults,26,100%,0.91,0.12,Australia,234,60,3,702,25.3,Overweight,Not reported,Reported,Some concern,Some concern,Low,Low,Low,Some concern
307,Kerr 2001,,Kerr 2001,Resistance,42,24,0,0.022,Lumbar BMD,,60,older adults,26,100%,0.9,0.16,Australia,150,60,3,450,27.1,Overweight,Not reported,Reported,Some concern,Some concern,Low,Low,Low,Some concern
308,Kerr 2001,,Kerr 2001,Control,42,36,0.005,0.026,Lumbar BMD,,62,older adults,52,100%,0.94,0.16,Australia,72,60,3,0,26.3,Overweight,Not reported,Reported,Some concern,Some concern,Low,Low,Low,Some concern
309,Kerr 2001,,Kerr 2001,Resistance,42,30,0.005,0.022,Lumbar BMD,,59,adults,52,100%,0.91,0.12,Australia,234,60,3,702,25.3,Overweight,Not reported,Reported,Some concern,Some concern,Low,Low,Low,Some concern
310,Kerr 2001,,Kerr 2001,Resistance,42,24,0.003,0.022,Lumbar BMD,,60,older adults,52,100%,0.9,0.16,Australia,150,60,3,450,27.1,Overweight,Not reported,Reported,Some concern,Some concern,Low,Low,Low,Some concern
311,Kerr 2001,,Kerr 2001,Control,42,36,0.006,0.026,Lumbar BMD,,62,older adults,78,100%,0.94,0.16,Australia,72,60,3,0,26.3,Overweight,Not reported,Reported,Some concern,Some concern,Low,Low,Low,Some concern
312,Kerr 2001,,Kerr 2001,Resistance,42,30,-0.002,0.022,Lumbar BMD,,59,adults,78,100%,0.91,0.12,Australia,234,60,3,702,25.3,Overweight,Not reported,Reported,Some concern,Some concern,Low,Low,Low,Some concern
313,Kerr 2001,,Kerr 2001,Resistance,42,24,-0.003,0.022,Lumbar BMD,,60,older adults,78,100%,0.9,0.16,Australia,150,60,3,450,27.1,Overweight,Not reported,Reported,Some concern,Some concern,Low,Low,Low,Some concern
314,Kerr 2001,,Kerr 2001,Control,42,36,-0.007,0.024,Hip total BMD,,62,older adults,104,100%,0.89,0.15,Australia,72,60,3,0,26.3,Overweight,Not reported,Reported,Some concern,Some concern,Low,Low,Low,Some concern
315,Kerr 2001,,Kerr 2001,Resistance,42,30,-0.006,0.018,Hip total BMD,,59,adults,104,100%,0.84,0.11,Australia,234,60,3,702,25.3,Overweight,Not reported,Reported,Some concern,Some concern,Low,Low,Low,Some concern
316,Kerr 2001,,Kerr 2001,Resistance,42,24,0.008,0.023,Hip total BMD,,60,older adults,104,100%,0.86,0.12,Australia,150,60,3,450,27.1,Overweight,Not reported,Reported,Some concern,Some concern,Low,Low,Low,Some concern
317,Kerr 2001,,Kerr 2001,Control,42,36,0,0.026,Hip total BMD,,62,older adults,26,100%,0.89,0.15,Australia,72,60,3,0,26.3,Overweight,Not reported,Reported,Some concern,Some concern,Low,Low,Low,Some concern
318,Kerr 2001,,Kerr 2001,Resistance,42,30,0.004,0.024,Hip total BMD,,59,adults,26,100%,0.84,0.11,Australia,234,60,3,702,25.3,Overweight,Not reported,Reported,Some concern,Some concern,Low,Low,Low,Some concern
319,Kerr 2001,,Kerr 2001,Resistance,42,24,0.013,0.021,Hip total BMD,,60,older adults,26,100%,0.86,0.12,Australia,150,60,3,450,27.1,Overweight,Not reported,Reported,Some concern,Some concern,Low,Low,Low,Some concern
320,Kerr 2001,,Kerr 2001,Control,42,36,0.005,0.026,Hip total BMD,,62,older adults,52,100%,0.89,0.15,Australia,72,60,3,0,26.3,Overweight,Not reported,Reported,Some concern,Some concern,Low,Low,Low,Some concern
321,Kerr 2001,,Kerr 2001,Resistance,42,30,0.004,0.024,Hip total BMD,,59,adults,52,100%,0.84,0.11,Australia,234,60,3,702,25.3,Overweight,Not reported,Reported,Some concern,Some concern,Low,Low,Low,Some concern
322,Kerr 2001,,Kerr 2001,Resistance,42,24,0.015,0.021,Hip total BMD,,60,older adults,52,100%,0.86,0.12,Australia,150,60,3,450,27.1,Overweight,Not reported,Reported,Some concern,Some concern,Low,Low,Low,Some concern
323,Kerr 2001,,Kerr 2001,Control,42,36,-0.003,0.026,Hip total BMD,,62,older adults,78,100%,0.89,0.15,Australia,72,60,3,0,26.3,Overweight,Not reported,Reported,Some concern,Some concern,Low,Low,Low,Some concern
324,Kerr 2001,,Kerr 2001,Resistance,42,30,0,0.024,Hip total BMD,,59,adults,78,100%,0.84,0.11,Australia,234,60,3,702,25.3,Overweight,Not reported,Reported,Some concern,Some concern,Low,Low,Low,Some concern
325,Kerr 2001,,Kerr 2001,Resistance,42,24,0.009,0.021,Hip total BMD,,60,older adults,78,100%,0.86,0.12,Australia,150,60,3,450,27.1,Overweight,Not reported,Reported,Some concern,Some concern,Low,Low,Low,Some concern
326,Kim 2013,,Kim 2013,Control,,53,,,Fracture,2,77.8,older adults,52,100%,,,Japan,60,50,2,0,23.6,Healthy BMI,,Not reported,Low,Low,Low,Low,Low,Low
327,Kim 2013,,Kim 2013,Resistance,,52,,,Fracture,1,77.8,older adults,52,100%,,,Japan,226,50,2,452,21.3,Healthy BMI,,Not reported,Low,Low,Low,Low,Low,Low
328,Kim 2015,NCT02163668,Kim 2015,Control,20,18,0.002,0.102,Femoral BMD,,43.2,adults,34,100%,1.011,0.025,USA,72,60,2,0,27,Overweight,Not reported,Reported,Low,Some concern,Some concern,Low,Low,Low
329,Kim 2015,NCT02163668,Kim 2015,Mind-body exercises,27,16,-0.007,0.104,Femoral BMD,,45.7,adults,34,100%,0.963,0.026,USA,150,60,2,300,26,Overweight,Not reported,Reported,Low,Some concern,Some concern,Low,Low,Low
330,Kim 2015,NCT02163668,Kim 2015,Control,20,18,-0.002,0.132,Lumbar BMD,,43.2,adults,34,100%,1.233,0.031,USA,72,60,2,0,27,Overweight,Not reported,Reported,Low,Some concern,Some concern,Low,Low,Low
331,Kim 2015,NCT02163668,Kim 2015,Mind-body exercises,27,16,0,0.132,Lumbar BMD,,45.7,adults,34,100%,1.21,0.033,USA,150,60,2,300,26,Overweight,Not reported,Reported,Low,Some concern,Some concern,Low,Low,Low
332,Kim 2015,NCT02163668,Kim 2015,Control,20,18,0.003,0.12,Hip total BMD,,43.2,adults,34,100%,1.037,0.026,USA,72,60,2,0,27,Overweight,Not reported,Reported,Low,Some concern,Some concern,Low,Low,Low
333,Kim 2015,NCT02163668,Kim 2015,Mind-body exercises,27,16,-0.001,0.11,Hip total BMD,,45.7,adults,34,100%,0.99,0.028,USA,150,60,2,300,26,Overweight,Not reported,Reported,Low,Some concern,Some concern,Low,Low,Low
334,Kim 2022,KCT0007221,Kim 2022,Control,20,15,-0.01,0.04,Femoral BMD,,79.6,older adults,24,100%,0.69,0.1,Korea,72,60,2,0,24.9,Healthy BMI,Not reported,Not reported,Some concern,Some concern,Some concern,Low,High,High
335,Kim 2022,KCT0007221,Kim 2022,Resistance,20,15,-0.01,0.04,Femoral BMD,,81.6,older adults,24,100%,0.73,0.11,Korea,200,60,2,400,24.9,Healthy BMI,Not reported,Not reported,Some concern,Some concern,Some concern,Low,High,High
336,Kim 2022,KCT0007221,Kim 2022,Control,20,15,0.01,0.04,Lumbar BMD,,79.6,older adults,24,100%,0.8,0.12,Korea,72,60,2,0,24.9,Healthy BMI,Not reported,Not reported,Some concern,Some concern,Some concern,Low,High,High
337,Kim 2022,KCT0007221,Kim 2022,Resistance,20,15,0.01,0.07,Lumbar BMD,,81.6,older adults,24,100%,0.81,0.14,Korea,200,60,2,400,24.9,Healthy BMI,Not reported,Not reported,Some concern,Some concern,Some concern,Low,High,High
338,Kong 2023,,Kong 2023,Control,15,13,-0.001,0.019,Femoral BMD,,59.2,adults,16,54%,0.74,0.1,China,54,45,4,0,18.7,Healthy BMI,Reported,Not reported,Low,Low,Some concern,Low,High,High
339,Kong 2023,,Kong 2023,Mind-body exercises,15,11,0,0.001,Femoral BMD,,58.6,adults,16,45%,0.8,0.14,China,135,45,4,540,19.6,Healthy BMI,Reported,Not reported,Low,Low,Some concern,Low,High,High
340,Kong 2023,,Kong 2023,Control,15,13,-0.001,0.021,Femoral BMD,,59.2,adults,12,0.54,0.74,0.1,China,54,45,4,0,18.7,Healthy BMI,Reported,Not reported,Low,Low,Some concern,Low,High,High
341,Kong 2023,,Kong 2023,Mind-body exercises,15,11,0,0.001,Femoral BMD,,58.6,adults,12,45%,0.8,0.14,China,135,45,4,540,19.6,Healthy BMI,Reported,Not reported,Low,Low,Some concern,Low,High,High
342,Kong 2023,,Kong 2023,Control,15,13,0,0.001,Lumbar BMD,,59.2,adults,16,54%,0.79,0.09,China,54,45,4,0,18.7,Healthy BMI,Reported,Not reported,Low,Low,Some concern,Low,High,High
